score_id,user_id,company_id,date,churn_probability,state,logins_that_day,time_spent_mins
45457,138,2,2026-05-30,0.01,Active,3,83.24
45458,138,2,2026-06-04,0.01,Active,4,100.02
45459,138,2,2026-06-09,0.01,Active,6,153.19
45460,138,2,2026-06-13,0.01,Active,4,97.48
45461,138,2,2026-06-17,0.01,Active,4,100.77
45462,138,2,2026-06-21,0.01,Active,6,155.89
45463,138,2,2026-06-28,0.01,Active,3,76.03
45464,139,2,2023-10-05,0.4993,At Risk,1,19.67
45465,139,2,2023-10-09,0.4593,At Risk,2,20.98
45466,139,2,2023-10-12,0.7093,At Risk,0,0.0
45467,139,2,2023-10-18,0.95,Churned,0,0.0
45468,139,2,2023-10-24,0.95,Churned,0,0.0
45469,139,2,2023-10-27,0.86,Churned,3,51.65
45470,139,2,2023-11-01,0.91,Churned,1,15.2
45471,139,2,2023-11-05,0.87,Churned,2,22.26
45472,139,2,2023-11-11,0.83,Churned,3,35.61
45473,139,2,2023-11-15,0.95,Churned,0,0.0
45474,139,2,2023-11-22,0.95,Churned,0,0.0
45475,139,2,2023-11-25,0.91,Churned,3,35.45
45476,139,2,2023-12-02,0.95,Churned,0,0.0
45477,139,2,2023-12-09,0.95,Churned,0,0.0
45478,139,2,2023-12-13,0.95,Churned,0,0.0
45479,139,2,2023-12-19,0.95,Churned,1,11.37
45480,139,2,2023-12-22,0.86,Churned,3,52.24
45481,139,2,2023-12-28,0.95,Churned,1,8.35
45482,139,2,2024-01-02,0.95,Churned,0,0.0
45483,139,2,2024-01-05,0.95,Churned,0,0.0
45484,139,2,2024-01-11,0.91,Churned,2,24.6
45485,139,2,2024-01-14,0.87,Churned,2,22.32
45486,139,2,2024-01-19,0.95,Churned,0,0.0
45487,139,2,2024-01-24,0.91,Churned,3,39.01
45488,139,2,2024-01-29,0.95,Churned,0,0.0
45489,139,2,2024-02-05,0.91,Churned,2,28.03
45490,139,2,2024-02-09,0.95,Churned,1,10.12
45491,139,2,2024-02-13,0.86,Churned,3,40.53
45492,139,2,2024-02-16,0.82,Churned,2,21.47
45493,139,2,2024-02-19,0.95,Churned,0,0.0
45494,139,2,2024-02-23,0.95,Churned,1,5.2
45495,139,2,2024-03-01,0.95,Churned,1,7.52
45496,139,2,2024-03-06,0.95,Churned,1,14.36
45497,139,2,2024-03-13,0.91,Churned,3,39.46
45498,139,2,2024-03-19,0.87,Churned,2,27.54
45499,139,2,2024-03-22,0.83,Churned,2,35.62
45500,139,2,2024-03-28,0.79,Churned,2,34.64
45501,139,2,2024-04-04,0.95,Churned,0,0.0
45502,139,2,2024-04-07,0.86,Churned,3,44.11
45503,139,2,2024-04-11,0.82,Churned,2,30.7
45504,139,2,2024-04-16,0.73,Churned,3,51.4
45505,139,2,2024-04-23,0.69,Churned,2,33.84
45506,139,2,2024-04-29,0.65,Churned,2,34.66
45507,139,2,2024-05-05,0.61,Churned,2,37.78
45508,139,2,2024-05-11,0.86,Churned,0,0.0
45509,139,2,2024-05-18,0.82,Churned,2,23.48
45510,139,2,2024-05-24,0.78,Churned,2,21.41
45511,139,2,2024-05-28,0.74,Churned,2,25.5
45512,139,2,2024-06-02,0.79,Churned,1,12.78
45513,139,2,2024-06-06,0.95,Churned,0,0.0
45514,139,2,2024-06-12,0.95,Churned,0,0.0
45515,139,2,2024-06-19,0.95,Churned,0,0.0
45516,139,2,2024-06-25,0.95,Churned,0,0.0
45517,139,2,2024-07-02,0.95,Churned,0,0.0
45518,139,2,2024-07-09,0.95,Churned,0,0.0
45519,139,2,2024-07-12,0.95,Churned,0,0.0
45520,139,2,2024-07-15,0.95,Churned,1,12.35
45521,139,2,2024-07-22,0.95,Churned,0,0.0
45522,139,2,2024-07-27,0.91,Churned,2,20.83
45523,139,2,2024-08-03,0.95,Churned,0,0.0
45524,139,2,2024-08-07,0.95,Churned,0,0.0
45525,139,2,2024-08-12,0.95,Churned,0,0.0
45526,139,2,2024-08-15,0.95,Churned,1,15.4
45527,139,2,2024-08-21,0.95,Churned,1,17.65
45528,139,2,2024-08-26,0.91,Churned,2,28.89
45529,139,2,2024-08-30,0.95,Churned,1,15.1
45530,139,2,2024-09-04,0.86,Churned,3,46.6
45531,139,2,2024-09-09,0.82,Churned,2,33.3
45532,139,2,2024-09-12,0.95,Churned,0,0.0
45533,139,2,2024-09-15,0.95,Churned,0,0.0
45534,139,2,2024-09-18,0.95,Churned,0,0.0
45535,139,2,2024-09-22,0.95,Churned,0,0.0
45536,139,2,2024-09-26,0.95,Churned,1,20.66
45537,139,2,2024-10-02,0.95,Churned,1,20.84
45538,139,2,2024-10-07,0.95,Churned,1,20.19
45539,139,2,2024-10-10,0.91,Churned,2,26.88
45540,139,2,2024-10-17,0.95,Churned,0,0.0
45541,139,2,2024-10-20,0.95,Churned,0,0.0
45542,139,2,2024-10-25,0.91,Churned,2,30.61
45543,139,2,2024-10-31,0.87,Churned,2,23.01
45544,139,2,2024-11-05,0.95,Churned,0,0.0
45545,139,2,2024-11-12,0.95,Churned,0,0.0
45546,139,2,2024-11-15,0.95,Churned,0,0.0
45547,139,2,2024-11-22,0.95,Churned,0,0.0
45548,139,2,2024-11-28,0.86,Churned,3,52.24
45549,139,2,2024-12-02,0.82,Churned,2,26.07
45550,139,2,2024-12-07,0.95,Churned,0,0.0
45551,139,2,2024-12-13,0.95,Churned,1,8.66
45552,139,2,2024-12-16,0.95,Churned,1,21.01
45553,139,2,2024-12-22,0.95,Churned,1,5.69
45554,139,2,2024-12-28,0.91,Churned,2,25.36
45555,139,2,2025-01-03,0.87,Churned,2,36.32
45556,139,2,2025-01-08,0.83,Churned,3,37.81
45557,139,2,2025-01-11,0.88,Churned,1,16.53
45558,139,2,2025-01-15,0.84,Churned,3,38.0
45559,139,2,2025-01-20,0.8,Churned,2,22.73
45560,139,2,2025-01-23,0.85,Churned,1,24.49
45561,139,2,2025-01-26,0.95,Churned,0,0.0
45562,139,2,2025-02-01,0.91,Churned,2,32.11
45563,139,2,2025-02-06,0.95,Churned,1,12.54
45564,139,2,2025-02-10,0.91,Churned,2,27.36
45565,139,2,2025-02-14,0.95,Churned,0,0.0
45566,139,2,2025-02-17,0.91,Churned,2,37.44
45567,139,2,2025-02-21,0.95,Churned,0,0.0
45568,139,2,2025-02-26,0.95,Churned,1,6.93
45569,139,2,2025-03-02,0.95,Churned,1,21.66
45570,139,2,2025-03-05,0.95,Churned,1,11.19
45571,139,2,2025-03-11,0.91,Churned,2,36.62
45572,139,2,2025-03-15,0.95,Churned,1,23.84
45573,139,2,2025-03-21,0.95,Churned,0,0.0
45574,139,2,2025-03-27,0.95,Churned,0,0.0
45575,139,2,2025-04-02,0.95,Churned,0,0.0
45576,139,2,2025-04-05,0.95,Churned,1,7.67
45577,139,2,2025-04-08,0.95,Churned,0,0.0
45578,139,2,2025-04-13,0.95,Churned,0,0.0
45579,139,2,2025-04-17,0.95,Churned,1,6.87
45580,139,2,2025-04-23,0.91,Churned,2,39.21
45581,139,2,2025-04-30,0.87,Churned,2,22.57
45582,139,2,2025-05-03,0.95,Churned,0,0.0
45583,139,2,2025-05-08,0.95,Churned,0,0.0
45584,139,2,2025-05-14,0.95,Churned,1,14.75
45585,139,2,2025-05-17,0.95,Churned,0,0.0
45586,139,2,2025-05-22,0.95,Churned,0,0.0
45587,139,2,2025-05-25,0.95,Churned,1,11.98
45588,139,2,2025-05-29,0.95,Churned,1,14.05
45589,139,2,2025-06-05,0.91,Churned,2,38.19
45590,139,2,2025-06-08,0.95,Churned,0,0.0
45591,139,2,2025-06-13,0.95,Churned,1,23.23
45592,139,2,2025-06-20,0.91,Churned,2,31.74
45593,139,2,2025-06-26,0.87,Churned,2,24.78
45594,139,2,2025-06-29,0.92,Churned,1,12.89
45595,139,2,2025-07-05,0.95,Churned,1,18.64
45596,139,2,2025-07-11,0.95,Churned,0,0.0
45597,139,2,2025-07-16,0.95,Churned,0,0.0
45598,139,2,2025-07-23,0.95,Churned,0,0.0
45599,139,2,2025-07-27,0.91,Churned,2,35.92
45600,139,2,2025-08-01,0.95,Churned,0,0.0
45601,139,2,2025-08-06,0.95,Churned,0,0.0
45602,139,2,2025-08-12,0.95,Churned,1,12.71
45603,139,2,2025-08-17,0.95,Churned,1,14.86
45604,139,2,2025-08-23,0.95,Churned,0,0.0
45605,139,2,2025-08-29,0.95,Churned,0,0.0
45606,139,2,2025-09-04,0.95,Churned,0,0.0
45607,139,2,2025-09-10,0.95,Churned,0,0.0
45608,139,2,2025-09-16,0.95,Churned,1,23.3
45609,139,2,2025-09-22,0.91,Churned,2,20.21
45610,139,2,2025-09-29,0.87,Churned,2,24.1
45611,139,2,2025-10-06,0.92,Churned,1,18.51
45612,139,2,2025-10-12,0.95,Churned,1,5.19
45613,139,2,2025-10-17,0.95,Churned,0,0.0
45614,139,2,2025-10-23,0.95,Churned,0,0.0
45615,139,2,2025-10-28,0.95,Churned,1,17.31
45616,139,2,2025-11-04,0.95,Churned,0,0.0
45617,139,2,2025-11-10,0.95,Churned,0,0.0
45618,139,2,2025-11-16,0.95,Churned,1,24.28
45619,139,2,2025-11-22,0.95,Churned,0,0.0
45620,139,2,2025-11-25,0.95,Churned,0,0.0
45621,139,2,2025-11-28,0.95,Churned,0,0.0
45622,139,2,2025-12-04,0.95,Churned,0,0.0
45623,139,2,2025-12-10,0.95,Churned,1,11.3
45624,139,2,2025-12-13,0.95,Churned,0,0.0
45625,139,2,2025-12-20,0.91,Churned,2,24.55
45626,139,2,2025-12-24,0.95,Churned,0,0.0
45627,139,2,2025-12-31,0.95,Churned,0,0.0
45628,139,2,2026-01-04,0.95,Churned,1,23.04
45629,139,2,2026-01-11,0.95,Churned,0,0.0
45630,139,2,2026-01-17,0.91,Churned,2,32.12
45631,139,2,2026-01-24,0.87,Churned,2,26.31
45632,139,2,2026-01-31,0.92,Churned,1,21.82
45633,139,2,2026-02-04,0.95,Churned,1,12.31
45634,139,2,2026-02-08,0.95,Churned,0,0.0
45635,139,2,2026-02-11,0.95,Churned,0,0.0
45636,139,2,2026-02-15,0.95,Churned,0,0.0
45637,139,2,2026-02-19,0.95,Churned,0,0.0
45638,139,2,2026-02-23,0.95,Churned,0,0.0
45639,139,2,2026-02-26,0.95,Churned,1,22.97
45640,139,2,2026-03-02,0.95,Churned,0,0.0
45641,139,2,2026-03-08,0.95,Churned,0,0.0
45642,139,2,2026-03-12,0.95,Churned,0,0.0
45643,139,2,2026-03-15,0.91,Churned,2,24.01
45644,139,2,2026-03-21,0.95,Churned,1,15.19
45645,139,2,2026-03-26,0.91,Churned,2,25.7
45646,139,2,2026-03-30,0.95,Churned,0,0.0
45647,139,2,2026-04-05,0.95,Churned,0,0.0
45648,139,2,2026-04-09,0.95,Churned,0,0.0
45649,139,2,2026-04-14,0.95,Churned,0,0.0
45650,139,2,2026-04-20,0.95,Churned,0,0.0
45651,139,2,2026-04-26,0.95,Churned,1,20.44
45652,139,2,2026-04-30,0.95,Churned,0,0.0
45653,139,2,2026-05-04,0.95,Churned,0,0.0
45654,139,2,2026-05-10,0.95,Churned,0,0.0
45655,139,2,2026-05-16,0.91,Churned,2,39.07
45656,139,2,2026-05-23,0.95,Churned,1,9.11
45657,139,2,2026-05-27,0.95,Churned,1,12.4
45658,139,2,2026-06-02,0.95,Churned,0,0.0
45659,139,2,2026-06-06,0.95,Churned,0,0.0
45660,139,2,2026-06-13,0.95,Churned,1,14.41
45661,139,2,2026-06-16,0.95,Churned,1,11.43
45662,139,2,2026-06-22,0.95,Churned,0,0.0
45663,139,2,2026-06-26,0.95,Churned,0,0.0
45664,139,2,2026-06-29,0.95,Churned,1,11.28
45665,140,2,2023-09-22,0.2381,Active,1,33.75
45666,140,2,2023-09-26,0.1481,Active,3,78.34
45667,140,2,2023-09-30,0.0181,Active,5,121.35
45668,140,2,2023-10-07,0.0681,Active,1,16.88
45669,140,2,2023-10-12,0.01,Active,3,80.18
45670,140,2,2023-10-15,0.01,Active,5,128.2
45671,140,2,2023-10-21,0.01,Active,2,50.02
45672,140,2,2023-10-28,0.01,Active,3,74.81
45673,140,2,2023-10-31,0.01,Active,4,108.69
45674,140,2,2023-11-06,0.01,Active,3,82.66
45675,140,2,2023-11-11,0.01,Active,5,125.84
45676,140,2,2023-11-14,0.01,Active,3,69.39
45677,140,2,2023-11-21,0.01,Active,4,106.23
45678,140,2,2023-11-27,0.01,Active,2,49.31
45679,140,2,2023-12-02,0.01,Active,6,157.92
45680,140,2,2023-12-08,0.01,Active,4,102.9
45681,140,2,2023-12-13,0.01,Active,5,132.2
45682,140,2,2023-12-18,0.01,Active,3,75.34
45683,140,2,2023-12-23,0.01,Active,3,71.32
45684,140,2,2023-12-26,0.01,Active,5,131.21
45685,140,2,2023-12-30,0.01,Active,7,171.33
45686,140,2,2024-01-02,0.01,Active,5,127.08
45687,140,2,2024-01-09,0.01,Active,5,128.49
45688,140,2,2024-01-14,0.01,Active,3,72.29
45689,140,2,2024-01-18,0.01,Active,6,155.54
45690,140,2,2024-01-22,0.01,Active,3,67.88
45691,140,2,2024-01-27,0.01,Active,3,83.8
45692,140,2,2024-02-01,0.01,Active,6,156.87
45693,140,2,2024-02-05,0.01,Active,4,106.19
45694,140,2,2024-02-09,0.01,Active,4,91.32
45695,140,2,2024-02-16,0.01,Active,5,131.69
45696,140,2,2024-02-21,0.01,Active,3,65.47
45697,140,2,2024-02-24,0.01,Active,5,115.2
45698,140,2,2024-02-27,0.01,Active,3,84.64
45699,140,2,2024-03-05,0.01,Active,2,44.32
45700,140,2,2024-03-10,0.01,Active,6,158.45
45701,140,2,2024-03-17,0.01,Active,2,57.3
45702,140,2,2024-03-20,0.01,Active,5,130.97
45703,140,2,2024-03-23,0.01,Active,3,74.51
45704,140,2,2024-03-28,0.01,Active,5,123.92
45705,140,2,2024-04-02,0.01,Active,3,70.2
45706,140,2,2024-04-05,0.01,Active,5,130.37
45707,140,2,2024-04-08,0.01,Active,2,51.62
45708,140,2,2024-04-12,0.01,Active,2,44.82
45709,140,2,2024-04-15,0.01,Active,6,153.01
45710,140,2,2024-04-18,0.01,Active,6,143.99
45711,140,2,2024-04-24,0.01,Active,2,53.47
45712,140,2,2024-04-30,0.01,Active,4,91.51
45713,140,2,2024-05-03,0.01,Active,3,71.12
45714,140,2,2024-05-10,0.01,Active,3,70.6
45715,140,2,2024-05-14,0.01,Active,4,106.19
45716,140,2,2024-05-17,0.01,Active,4,92.47
45717,140,2,2024-05-21,0.01,Active,2,58.14
45718,140,2,2024-05-24,0.01,Active,6,155.38
45719,140,2,2024-05-27,0.01,Active,5,130.42
45720,140,2,2024-05-30,0.01,Active,5,133.94
45721,140,2,2024-06-02,0.01,Active,3,72.3
45722,140,2,2024-06-07,0.01,Active,4,93.46
45723,140,2,2024-06-12,0.01,Active,3,65.22
45724,140,2,2024-06-18,0.01,Active,6,140.77
45725,140,2,2024-06-22,0.01,Active,7,168.85
45726,140,2,2024-06-29,0.01,Active,3,70.71
45727,140,2,2024-07-04,0.01,Active,4,108.57
45728,140,2,2024-07-07,0.01,Active,4,95.85
45729,140,2,2024-07-10,0.01,Active,7,174.14
45730,140,2,2024-07-15,0.01,Active,5,127.37
45731,140,2,2024-07-20,0.06,Active,1,26.65
45732,140,2,2024-07-27,0.01,Active,5,129.83
45733,140,2,2024-07-31,0.01,Active,3,74.78
45734,140,2,2024-08-03,0.01,Active,3,84.24
45735,140,2,2024-08-08,0.01,Active,3,81.36
45736,140,2,2024-08-12,0.01,Active,2,41.58
45737,140,2,2024-08-19,0.01,Active,4,107.95
45738,140,2,2024-08-24,0.01,Active,5,130.4
45739,140,2,2024-08-29,0.01,Active,3,70.23
45740,140,2,2024-09-04,0.01,Active,6,150.99
45741,140,2,2024-09-09,0.01,Active,5,115.66
45742,140,2,2024-09-16,0.01,Active,3,83.63
45743,140,2,2024-09-22,0.01,Active,3,70.29
45744,140,2,2024-09-29,0.01,Active,5,118.11
45745,140,2,2024-10-03,0.01,Active,7,173.14
45746,140,2,2024-10-06,0.01,Active,3,78.63
45747,140,2,2024-10-13,0.01,Active,3,82.55
45748,140,2,2024-10-19,0.01,Active,5,134.21
45749,140,2,2024-10-22,0.01,Active,3,65.75
45750,140,2,2024-10-26,0.06,Active,1,19.06
45751,140,2,2024-11-01,0.01,Active,5,130.9
45752,140,2,2024-11-07,0.01,Active,6,155.53
45753,140,2,2024-11-11,0.01,Active,2,40.34
45754,140,2,2024-11-17,0.01,Active,5,123.24
45755,140,2,2024-11-23,0.01,Active,4,95.88
45756,140,2,2024-11-27,0.01,Active,2,52.39
45757,140,2,2024-12-04,0.01,Active,3,71.01
45758,140,2,2024-12-09,0.01,Active,4,107.27
45759,140,2,2024-12-13,0.01,Active,5,126.89
45760,140,2,2024-12-17,0.01,Active,4,92.42
45761,140,2,2024-12-21,0.01,Active,7,171.74
45762,140,2,2024-12-26,0.01,Active,7,172.44
45763,140,2,2025-01-02,0.01,Active,2,48.64
45764,140,2,2025-01-08,0.01,Active,4,95.53
45765,140,2,2025-01-11,0.01,Active,4,99.08
45766,140,2,2025-01-14,0.01,Active,7,171.78
45767,140,2,2025-01-20,0.01,Active,3,66.84
45768,140,2,2025-01-25,0.01,Active,5,128.66
45769,140,2,2025-01-31,0.01,Active,3,66.81
45770,140,2,2025-02-07,0.01,Active,4,99.86
45771,140,2,2025-02-14,0.01,Active,7,165.45
45772,140,2,2025-02-19,0.01,Active,3,82.2
45773,140,2,2025-02-26,0.01,Active,2,56.34
45774,140,2,2025-03-01,0.01,Active,3,80.34
45775,140,2,2025-03-06,0.01,Active,4,109.97
45776,140,2,2025-03-13,0.01,Active,2,43.25
45777,140,2,2025-03-19,0.01,Active,4,96.68
45778,140,2,2025-03-24,0.01,Active,2,53.74
45779,140,2,2025-03-28,0.01,Active,6,158.43
45780,140,2,2025-04-03,0.01,Active,2,49.98
45781,140,2,2025-04-07,0.06,Active,1,27.34
45782,140,2,2025-04-14,0.01,Active,6,152.56
45783,140,2,2025-04-18,0.01,Active,3,75.75
45784,140,2,2025-04-24,0.01,Active,5,126.06
45785,140,2,2025-05-01,0.01,Active,7,165.54
45786,140,2,2025-05-06,0.01,Active,2,50.08
45787,140,2,2025-05-09,0.01,Active,4,99.23
45788,140,2,2025-05-13,0.01,Active,3,66.41
45789,140,2,2025-05-20,0.01,Active,5,120.11
45790,140,2,2025-05-26,0.01,Active,3,80.67
45791,140,2,2025-06-01,0.01,Active,5,124.1
45792,140,2,2025-06-07,0.01,Active,4,101.88
45793,140,2,2025-06-12,0.01,Active,5,122.09
45794,140,2,2025-06-15,0.01,Active,2,50.85
45795,140,2,2025-06-18,0.01,Active,6,140.88
45796,140,2,2025-06-24,0.01,Active,6,143.36
45797,140,2,2025-06-28,0.01,Active,4,103.91
45798,140,2,2025-07-03,0.01,Active,5,115.94
45799,140,2,2025-07-08,0.01,Active,4,96.76
45800,140,2,2025-07-13,0.01,Active,3,73.52
45801,140,2,2025-07-17,0.01,Active,5,131.55
45802,140,2,2025-07-20,0.01,Active,2,44.74
45803,140,2,2025-07-26,0.01,Active,3,68.61
45804,140,2,2025-08-02,0.01,Active,2,55.08
45805,140,2,2025-08-07,0.01,Active,7,183.22
45806,140,2,2025-08-11,0.01,Active,2,45.98
45807,140,2,2025-08-14,0.01,Active,5,115.46
45808,140,2,2025-08-19,0.01,Active,3,69.62
45809,140,2,2025-08-22,0.01,Active,4,98.49
45810,140,2,2025-08-27,0.01,Active,4,103.39
45811,140,2,2025-09-02,0.01,Active,7,181.64
45812,140,2,2025-09-09,0.01,Active,4,109.47
45813,140,2,2025-09-16,0.01,Active,4,102.69
45814,140,2,2025-09-22,0.01,Active,5,124.25
45815,140,2,2025-09-28,0.01,Active,5,124.6
45816,140,2,2025-10-05,0.01,Active,2,55.37
45817,140,2,2025-10-11,0.06,Active,1,28.9
45818,140,2,2025-10-14,0.01,Active,4,92.57
45819,140,2,2025-10-20,0.01,Active,5,122.98
45820,140,2,2025-10-26,0.01,Active,5,131.78
45821,140,2,2025-10-29,0.01,Active,4,102.53
45822,140,2,2025-11-05,0.01,Active,6,146.99
45823,140,2,2025-11-12,0.01,Active,5,129.98
45824,140,2,2025-11-16,0.01,Active,4,91.4
45825,140,2,2025-11-20,0.01,Active,7,183.69
45826,140,2,2025-11-23,0.01,Active,5,115.96
45827,140,2,2025-11-26,0.01,Active,2,50.42
45828,140,2,2025-11-30,0.06,Active,1,33.16
45829,140,2,2025-12-06,0.01,Active,5,118.75
45830,140,2,2025-12-11,0.01,Active,5,115.57
45831,140,2,2025-12-15,0.01,Active,4,103.13
45832,140,2,2025-12-22,0.01,Active,4,93.69
45833,140,2,2025-12-27,0.01,Active,2,55.04
45834,140,2,2026-01-01,0.01,Active,4,92.77
45835,140,2,2026-01-08,0.01,Active,3,69.32
45836,140,2,2026-01-13,0.01,Active,4,97.64
45837,140,2,2026-01-19,0.01,Active,7,175.57
45838,140,2,2026-01-23,0.01,Active,3,76.87
45839,140,2,2026-01-28,0.01,Active,6,146.66
45840,140,2,2026-02-03,0.01,Active,5,117.79
45841,140,2,2026-02-06,0.01,Active,6,150.37
45842,140,2,2026-02-12,0.01,Active,2,54.55
45843,140,2,2026-02-16,0.01,Active,5,124.95
45844,140,2,2026-02-23,0.01,Active,5,131.88
45845,140,2,2026-02-26,0.01,Active,6,145.05
45846,140,2,2026-03-04,0.01,Active,3,72.16
45847,140,2,2026-03-10,0.01,Active,3,78.16
45848,140,2,2026-03-13,0.01,Active,2,43.78
45849,140,2,2026-03-20,0.01,Active,5,120.87
45850,140,2,2026-03-27,0.01,Active,4,106.77
45851,140,2,2026-03-30,0.01,Active,4,95.44
45852,140,2,2026-04-04,0.01,Active,3,68.84
45853,140,2,2026-04-07,0.01,Active,6,143.17
45854,140,2,2026-04-14,0.01,Active,5,124.97
45855,140,2,2026-04-19,0.01,Active,6,159.95
45856,140,2,2026-04-24,0.06,Active,1,17.3
45857,140,2,2026-04-28,0.01,Active,2,42.59
45858,140,2,2026-05-05,0.01,Active,5,131.77
45859,140,2,2026-05-08,0.01,Active,4,99.18
45860,140,2,2026-05-12,0.01,Active,3,79.47
45861,140,2,2026-05-16,0.01,Active,2,44.66
45862,140,2,2026-05-20,0.01,Active,3,67.09
45863,140,2,2026-05-24,0.01,Active,5,129.32
45864,140,2,2026-05-31,0.01,Active,5,117.08
45865,140,2,2026-06-05,0.01,Active,3,71.6
45866,140,2,2026-06-09,0.01,Active,2,42.0
45867,140,2,2026-06-14,0.01,Active,3,83.16
45868,140,2,2026-06-21,0.01,Active,3,76.89
45869,140,2,2026-06-24,0.01,Active,3,66.89
45870,140,2,2026-06-30,0.01,Active,3,71.4
45871,141,2,2023-09-20,0.712,At Risk,1,5.17
45872,141,2,2023-09-26,0.622,At Risk,3,43.74
45873,141,2,2023-09-30,0.872,Churned,0,0.0
45874,141,2,2023-10-07,0.922,Churned,1,19.37
45875,141,2,2023-10-14,0.95,Churned,0,0.0
45876,141,2,2023-10-21,0.95,Churned,0,0.0
45877,141,2,2023-10-28,0.95,Churned,0,0.0
45878,141,2,2023-11-02,0.91,Churned,3,38.36
45879,141,2,2023-11-05,0.87,Churned,3,36.72
45880,141,2,2023-11-09,0.83,Churned,2,30.27
45881,141,2,2023-11-13,0.95,Churned,0,0.0
45882,141,2,2023-11-20,0.91,Churned,2,33.62
45883,141,2,2023-11-26,0.95,Churned,0,0.0
45884,141,2,2023-11-29,0.95,Churned,0,0.0
45885,141,2,2023-12-04,0.91,Churned,2,22.07
45886,141,2,2023-12-09,0.87,Churned,2,24.62
45887,141,2,2023-12-15,0.95,Churned,0,0.0
45888,141,2,2023-12-21,0.95,Churned,0,0.0
45889,141,2,2023-12-24,0.95,Churned,0,0.0
45890,141,2,2023-12-30,0.95,Churned,0,0.0
45891,141,2,2024-01-04,0.95,Churned,1,7.75
45892,141,2,2024-01-08,0.95,Churned,0,0.0
45893,141,2,2024-01-13,0.91,Churned,2,31.76
45894,141,2,2024-01-16,0.87,Churned,2,38.91
45895,141,2,2024-01-23,0.95,Churned,0,0.0
45896,141,2,2024-01-26,0.95,Churned,1,10.57
45897,141,2,2024-01-29,0.95,Churned,0,0.0
45898,141,2,2024-02-05,0.95,Churned,1,21.02
45899,141,2,2024-02-08,0.86,Churned,3,40.51
45900,141,2,2024-02-11,0.77,Churned,3,46.57
45901,141,2,2024-02-16,0.87,Churned,1,5.17
45902,141,2,2024-02-23,0.95,Churned,0,0.0
45903,141,2,2024-02-28,0.91,Churned,3,36.07
45904,141,2,2024-03-04,0.87,Churned,2,34.14
45905,141,2,2024-03-11,0.95,Churned,0,0.0
45906,141,2,2024-03-16,0.95,Churned,0,0.0
45907,141,2,2024-03-21,0.91,Churned,2,29.77
45908,141,2,2024-03-27,0.95,Churned,1,11.26
45909,141,2,2024-04-02,0.91,Churned,2,38.03
45910,141,2,2024-04-08,0.95,Churned,0,0.0
45911,141,2,2024-04-11,0.95,Churned,0,0.0
45912,141,2,2024-04-14,0.95,Churned,0,0.0
45913,141,2,2024-04-19,0.95,Churned,1,24.31
45914,141,2,2024-04-25,0.95,Churned,0,0.0
45915,141,2,2024-04-28,0.86,Churned,3,50.35
45916,141,2,2024-05-05,0.95,Churned,0,0.0
45917,141,2,2024-05-08,0.95,Churned,0,0.0
45918,141,2,2024-05-11,0.91,Churned,2,35.98
45919,141,2,2024-05-18,0.95,Churned,1,6.61
45920,141,2,2024-05-25,0.95,Churned,1,10.3
45921,141,2,2024-05-29,0.91,Churned,2,29.98
45922,141,2,2024-06-01,0.95,Churned,0,0.0
45923,141,2,2024-06-05,0.91,Churned,2,29.44
45924,141,2,2024-06-08,0.95,Churned,0,0.0
45925,141,2,2024-06-15,0.91,Churned,2,21.74
45926,141,2,2024-06-20,0.95,Churned,1,19.55
45927,141,2,2024-06-25,0.95,Churned,1,11.94
45928,141,2,2024-06-28,0.91,Churned,2,31.01
45929,141,2,2024-07-05,0.82,Churned,3,42.68
45930,141,2,2024-07-11,0.95,Churned,0,0.0
45931,141,2,2024-07-16,0.91,Churned,2,31.16
45932,141,2,2024-07-21,0.87,Churned,2,35.42
45933,141,2,2024-07-24,0.83,Churned,2,31.51
45934,141,2,2024-07-27,0.74,Churned,3,43.71
45935,141,2,2024-08-03,0.95,Churned,0,0.0
45936,141,2,2024-08-08,0.91,Churned,2,37.24
45937,141,2,2024-08-15,0.82,Churned,3,43.0
45938,141,2,2024-08-21,0.78,Churned,2,22.49
45939,141,2,2024-08-24,0.83,Churned,1,13.59
45940,141,2,2024-08-30,0.79,Churned,2,24.34
45941,141,2,2024-09-04,0.7,Churned,3,42.04
45942,141,2,2024-09-11,0.66,Churned,2,22.85
45943,141,2,2024-09-18,0.91,Churned,0,0.0
45944,141,2,2024-09-23,0.95,Churned,1,13.87
45945,141,2,2024-09-27,0.91,Churned,2,30.86
45946,141,2,2024-09-30,0.95,Churned,1,22.54
45947,141,2,2024-10-05,0.95,Churned,1,9.72
45948,141,2,2024-10-08,0.91,Churned,2,23.11
45949,141,2,2024-10-11,0.95,Churned,0,0.0
45950,141,2,2024-10-15,0.95,Churned,1,7.28
45951,141,2,2024-10-19,0.91,Churned,2,25.59
45952,141,2,2024-10-26,0.95,Churned,1,7.79
45953,141,2,2024-10-30,0.95,Churned,1,7.66
45954,141,2,2024-11-03,0.91,Churned,2,22.58
45955,141,2,2024-11-07,0.87,Churned,2,29.51
45956,141,2,2024-11-12,0.83,Churned,2,23.28
45957,141,2,2024-11-15,0.79,Churned,2,27.7
45958,141,2,2024-11-19,0.95,Churned,0,0.0
45959,141,2,2024-11-25,0.91,Churned,3,35.07
45960,141,2,2024-11-29,0.95,Churned,0,0.0
45961,141,2,2024-12-02,0.91,Churned,3,37.87
